Domain,Phylum,Class,Order,Family,Genus,Species,best_hit
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 858: b93a83368f3ba1ff1761f94c42069dbd:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 859: e68ecb2193ee9b2e2fd32ceda80f07e6:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,ASV 860: 3342699e3e44e661c85da739db9aa609:c__Alphaproteobacteria
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 861: 13f4dfeb07ce036d507784bc8cfbae03:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 862: a44e351935214488f8ff84945521c67e:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 863: 22c971b35f57f956092a2c9a6a2931b9:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 864: edfc84798df846036aa58cc565db5dac:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales_Incertae_Sedis,Constrictibacter,g__Constrictibacter,ASV 865: cac855a708bfde9d98ab4dd5ea9efc06:g__Constrictibacter
Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales_Incertae_Sedis,Constrictibacter,g__Constrictibacter,ASV 866: d00b6efe27ff73d7277b6fa98aabd10d:g__Constrictibacter
Bacteria,Proteobacteria,Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,ASV 867: 3953f7e52b21addf3fd155c88cc36f5c:c__Alphaproteobacteria
Bacteria,Proteobacteria,Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,ASV 868: ae0d03603d01c9dfbccc29c28df8e611:c__Alphaproteobacteria
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,o__Azospirillales,o__Azospirillales,o__Azospirillales,ASV 869: 56ac73690b0b10973a9309c9ff725d25:o__Azospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,ASV 870: d279dba441945565859c4b964daa19e6:c__Alphaproteobacteria
Bacteria,Proteobacteria,Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,ASV 871: 708041d022e51021d534107998ad9c28:c__Alphaproteobacteria
Bacteria,Proteobacteria,Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,ASV 872: f57a63631238669bcb869e8e4d11b958:c__Alphaproteobacteria
Bacteria,Proteobacteria,Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,ASV 873: 9f1ad738c3aba6164ae69322b8b49ef3:c__Alphaproteobacteria
Bacteria,Proteobacteria,Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,ASV 874: b92340e9792685cc066396c075f37a34:c__Alphaproteobacteria
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,g__Dongia,ASV 875: cbc0b9bfb4f2cc2005c8cf822eb6eebd:g__Dongia
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,g__Dongia,ASV 876: a54051d5e016fcb07ae04fa2efda6294:g__Dongia
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,g__Dongia,ASV 877: daeca3d26d315989219dba311fecb005:g__Dongia
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,g__Dongia,ASV 878: e5076385367fabbc57fe3edc466f51b4:g__Dongia
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,g__Dongia,ASV 879: 2dc49f711fabe2824b76c012af15a6a7:g__Dongia
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,g__Dongia,ASV 880: edd8f20e2bb1fd23faafe86fd6c871f6:g__Dongia
Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,g__Dongia,ASV 881: 8efb6953a16a0cb4ebc2102f2caadb77:g__Dongia
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 882: 6ca301c058426275f72972c4b40279c8:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 883: 54aa3d5df53f1a593b5a27dee591e1d7:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 884: 91d09a12ef0601c51dab2dbd4e03f85f:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,g__Rhodovastum,ASV 885: 48e54342df421eb0be4f7265f23f119d:g__Rhodovastum
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 886: de9ec95f7870ff60073d51383a681c53:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 887: eede9f42d157dc83ecf40a9d4e3fac53:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseococcus,g__Roseococcus,ASV 888: d7c767422faeb62f38d5fea9ede1df85:g__Roseococcus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisoma,g__Acidisoma,ASV 889: ead72c127bf930f549d42eb6054c71fb:g__Acidisoma
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 890: f95a6d1634efd76525b82f4e6f143c6f:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,f__Acetobacteraceae,f__Acetobacteraceae,ASV 891: 6c35eef7bcd89ed868422c987cb5c3a5:f__Acetobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,g__Craurococcus-Caldovatus,ASV 892: 5180ac1fb7a4a36006c8fd67cd6e4730:g__Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,g__Craurococcus-Caldovatus,ASV 893: 6a8eb5f681201df8414cf1954ff50369:g__Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,g__Craurococcus-Caldovatus,ASV 894: b30e370e59889f5bf5e91c0b75b8d5ae:g__Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,g__Craurococcus-Caldovatus,ASV 895: d8223c7d1acb5b172b86f3e3bb187060:g__Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,g__Craurococcus-Caldovatus,ASV 896: 71f641f7a12b46daf23a4446e4a8bb9d:g__Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,g__Craurococcus-Caldovatus,ASV 897: fd180cb019d2ff4a7ad6874dda28111c:g__Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,g__Craurococcus-Caldovatus,ASV 898: f6e225cc94dcfa93d5fd35aebabcbee9:g__Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,g__Craurococcus-Caldovatus,ASV 899: d53e3ec9901bfd172882d6556bac7f4e:g__Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,f__Acetobacteraceae,f__Acetobacteraceae,ASV 900: 224e8015de9b69802d477c71ac3ecd48:f__Acetobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,f__Acetobacteraceae,f__Acetobacteraceae,ASV 901: a8cb38a73edd466cac24a63719cf6927:f__Acetobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,f__Acetobacteraceae,f__Acetobacteraceae,ASV 902: 5c9aeeb8a36bacd5b9f74a4acefd9dad:f__Acetobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,f__Acetobacteraceae,f__Acetobacteraceae,ASV 903: d599c892fe82264eb8f77ade33e0069c:f__Acetobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,g__Acidiphilium,ASV 904: d93fc53f0348a9ccd7f01d834e432823:g__Acidiphilium
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,g__Acidiphilium,ASV 905: 494537b961ccee3af254494161e4ddfa:g__Acidiphilium
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,g__Acidiphilium,ASV 906: 1fc15d104593c90aa08d59606391981b:g__Acidiphilium
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,g__Acidiphilium,ASV 907: 911167b53116162b290ff8764ab06ce3:g__Acidiphilium
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus-Caldovatus,g__Craurococcus-Caldovatus,ASV 908: 9130686902c79d85b6d44532f54ada9b:g__Craurococcus-Caldovatus
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 909: 7d551803163390145d114e419ae74085:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 910: dcc285a70f78676bf6eac3c1b8b0491d:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 911: c358bc819f425d072d90c0c4c49e0eab:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 912: 6f045166b7d48f6310bda8da249c68b7:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 913: c5f4c2d32bdf1b3decd17b824579a165:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,g__Roseomonas,ASV 914: eb67168652395fb392a7dc3612e04219:g__Roseomonas
Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,Defluviicoccaceae,Defluviicoccus,g__Defluviicoccus,ASV 915: 5520dfac0e0c6dedea0d0a6c6ed16829:g__Defluviicoccus
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Niveispirillum,g__Niveispirillum,ASV 916: 545b1bc66eda33cf7ab65c6278c44803:g__Niveispirillum
Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,f__Geminicoccaceae,f__Geminicoccaceae,ASV 917: d035f9d924cd67026cbf06cc72bb60b7:f__Geminicoccaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,g__Candidatus_Alysiosphaera,ASV 918: 3a27698fac9b8c83f094809aea15522d:g__Candidatus_Alysiosphaera
Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,Candidatus_Alysiosphaera,g__Candidatus_Alysiosphaera,ASV 919: ecde813b3021d9b8c4b61e55e8d59dad:g__Candidatus_Alysiosphaera
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,o__Elsterales,o__Elsterales,o__Elsterales,ASV 920: fd1c824add31cbbc814dbe712f198f34:o__Elsterales
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,o__Elsterales,o__Elsterales,o__Elsterales,ASV 921: 916262cc833bb558c23547638df2a3ed:o__Elsterales
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,o__Elsterales,o__Elsterales,o__Elsterales,ASV 922: 2781769cf9e4e34b5045dfcc1d48543a:o__Elsterales
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,o__Elsterales,o__Elsterales,o__Elsterales,ASV 923: 60a4d355fffe9e402b9884403223eda8:o__Elsterales
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,o__Elsterales,o__Elsterales,o__Elsterales,ASV 924: 5cc57e43246644b4deef91052a19067e:o__Elsterales
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,o__Elsterales,o__Elsterales,o__Elsterales,ASV 925: 6ce83598f5b68c02ccf21aa701a6e145:o__Elsterales
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,o__Elsterales,o__Elsterales,o__Elsterales,ASV 926: 745505d949e0c974b62220f07ce66fd5:o__Elsterales
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,o__Elsterales,o__Elsterales,o__Elsterales,ASV 927: 7dd7cf148cadb14eda6b14c8cd57a52c:o__Elsterales
Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,URHD0088,URHD0088,g__URHD0088,ASV 928: 306eca2331f2939806ea843b659ec803:g__URHD0088
Bacteria,Proteobacteria,Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,ASV 929: d1affce7fa4dcd0b252512df1d0cc816:c__Alphaproteobacteria
Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Nitrospirillum,g__Nitrospirillum,ASV 930: 54da85414810a89db24bcf4928ce4d2a:g__Nitrospirillum
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,g__A0839,ASV 931: f69a3f23bf9c4534fedffea81a30ebc9:g__A0839
Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,g__Paenibacillus,ASV 932: 15f6f05e70f896e3fb92158c538bf69c:g__Paenibacillus
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 933: df7468856c16b9a380cc9487f4bf9bbf:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 934: 179def9676aa1706836f930ede385d4b:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 935: 98539cbb8144dbb8a47e34fc95a64e1c:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 936: 52f9777f5dc67d47bbf12d3c12f7a4eb:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 937: a66493ae58ccef4d13a897a5e8ec4a7f:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,o__Rhodospirillales,ASV 938: 591317e759190ba2d24a38a0f88645ca:o__Rhodospirillales
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,KF-JG30-B3,g__KF-JG30-B3,ASV 939: 9f6566af5d6610a1562b5f5530cc1c33:g__KF-JG30-B3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,KF-JG30-B3,g__KF-JG30-B3,ASV 940: b9cf88d3d1bf770046f1cbc66e01f86a:g__KF-JG30-B3
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 941: 41cb82a5965422fb5d5697b20eab122d:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 942: 816c8ce291b15465674709132edd43d0:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 943: a5e746b22831df43c6205ad93d7865e3:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 944: b6b6a254fdaae1d9d7f376eed9b8d4ed:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 945: a339f40e79aacf50934dc77edbc9b29f:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 946: c0b9dba2acb79263bd207a7cd268843d:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 947: 4be09db92a8a1d7d3ee6db2af494bde7:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 948: c08799df2921a1b30e4c5e15da00721d:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 949: 4b3cd4992f99599c7e409be4eae2b922:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 950: 245ddfea88ee3e65d7296005602d5482:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 951: 9545ee4f1faedece082b415ae47e03eb:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 952: d41ba42b414e7b6758356a128b70f5e2:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 953: d4d4fe8525baeb9e457b85c8a11153c8:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 954: be2180eef5f032e86f1b84987ed8f215:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 955: ca1892e9a59eac68ee03d4706962e927:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 956: f2d49a9dce155bd62154ce78658e1823:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 957: ec82108e9eb1e17732ee87ca0ab5420d:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 958: b6dabdbc7e5473984bea09d1c4159713:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,f__Micropepsaceae,f__Micropepsaceae,ASV 959: 515166f1bf0f555bfd98e76b81866991:f__Micropepsaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 960: 99bbc90de07a46b8893f3d5722245c2d:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,g__Hyphomicrobium,ASV 961: 42e669437d411dd5d2f05bab429d496c:g__Hyphomicrobium
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,f__Beijerinckiaceae,f__Beijerinckiaceae,ASV 962: f53d00dce7073d4ddf65d157be9f9931:f__Beijerinckiaceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,g__Phenylobacterium,ASV 963: 52c597e0f97c2e8e0e09e4a5813ecb02:g__Phenylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,g__Phenylobacterium,ASV 964: 6dfb9646919f32fe4d4b6ba4b717bba1:g__Phenylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,g__Phenylobacterium,ASV 965: 055c0d73d03830ed98ffe81b5b2df906:g__Phenylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,g__Phenylobacterium,ASV 966: e2a7dfb1ca816f6c043d12c5d0db81aa:g__Phenylobacterium
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 967: dcbe68d78fd27708b8cbf53460a4e042:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 968: 362a9de5a2436f93de347632fd13ecac:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 969: 2256ea94d4476229d89b5c98befb9b87:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 970: 0bfe4de7d83b8a8ba33bde32d36d22e1:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 971: 136614826efa839320374bff3904e013:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 972: 42ec98cfa47df57d0d532315aaeccc14:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 973: e17234ed83672bcad8932f360b5f6eee:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 974: 2be3f197fe9c0cb1e607cb34a4ed3c4b:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 975: d8fe3719a883aaebfc80a0f5dc164b8b:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f__Caulobacteraceae,f__Caulobacteraceae,ASV 976: 1ebf0a9ffe42dde88307345e64456794:f__Caulobacteraceae
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 977: 2e9a6e5a4f9dfc4928f74033d6270170:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 978: 3c76954619fbc285b10a058cf0e3033a:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 979: a097026be05f7b7dcea3754af11471af:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 980: 5afeec7459d1d6a446a0287269d9f12e:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 981: 327defe33bc3d94e8ad5fe3e3811010a:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 982: 5c075a016924731f8e247a0e5ddbefc0:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 983: ab797c9ce1643091df2ce4b8d16a5c97:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 984: bd5637fbdf4699a2c89f6591f2c4eb90:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 985: 74a51e24d22c02a272055a6d3d468920:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 986: 106d9bdcb7c7f7f01c141c7e2fb5bc8f:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter_sp.,ASV 987: 783a252e2790f97e1175f141ed13739e:Caulobacter_sp.
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 988: 25d3bc651e133df8db15020439833ea1:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 989: ff2e29a796d2da728155d39d0a2a8999:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 990: 7fd59e40751bfeec3f4cff1cf7c5f853:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 991: a27bd7b3a126ebd5b060425296b541af:g__Caulobacter
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g__Caulobacter,ASV 992: 83147afbe107faa8541ef3f9d3c6e811:g__Caulobacter
