Domain,Phylum,Class,Order,Family,Genus,Species,best_hit
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3959: 250a0f5c643bc98f95551e0b8a7cfa9e:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3960: c668df73bcb6a3563016aebc0522930e:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3961: a0316e67f3e3fafe328c84a5a96f00e4:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3962: 9b13f9c027cae9f874333e05b1b395df:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3963: c9fa0cf932b70357481e3ef9fee5e76b:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3964: 57302cad23f57ff86cf47826df6b0853:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3965: bff79f56771e905d3ce138bc58986bd0:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3966: ee3dd396ecca6a7a2b5022086f2fa136:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3967: 1a68ecafa8e79d2752bca3a14de61973:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3968: 5a00e79fab9e65c7eb0f5da560609629:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3969: 54dfdab5c20b35d5159560ba551b70c4:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3970: 1a74a2aa3ad86bca18ebae2bc0ebb7a6:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,g__Lawsonella,ASV 3971: 5ccd8db1cc9625b7291b8f7d67433779:g__Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Dietzia_maris,ASV 3972: dc7a8627675f796354c574a3b3e7a793:Dietzia_maris
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,Dietzia_maris,ASV 3973: f554566ba740c0df6cf0e7b310c9f692:Dietzia_maris
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,g__Gordonia,ASV 3974: 568f0da0bd47d4df4c9654c285258a0c:g__Gordonia
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,g__Rhodococcus,ASV 3975: c207fb7e4d6708f83f8830d6da5e30c0:g__Rhodococcus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,o__Micrococcales,o__Micrococcales,o__Micrococcales,ASV 3976: 2fb0e7ef42537fd2b3cb3cb048c4874d:o__Micrococcales
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,g__Nocardia,ASV 3977: ffb316a3f96ac96bf9b0e4932b3c4854:g__Nocardia
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,g__Rhodococcus,ASV 3978: be3414bef943130c4508ba3534ce769d:g__Rhodococcus
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,f__Streptomycetaceae,f__Streptomycetaceae,ASV 3979: 4fd40c968e468a65472fae99acb582bb:f__Streptomycetaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,f__Dermacoccaceae,f__Dermacoccaceae,ASV 3980: bbcb07a5c80b9030a4ae11bf4e65745b:f__Dermacoccaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,f__Dermacoccaceae,f__Dermacoccaceae,ASV 3981: e5b65cf248d4a2481967bcadd43bb961:f__Dermacoccaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,g__Leucobacter,ASV 3982: 4b379fd08ef4605d0bf71f48caedca32:g__Leucobacter
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3983: 3e106e16ebd318b74ac5b8b776531357:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3984: f943a1f80ce4d6756f8a615454794d86:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3985: 4b7d57bbc3b2423c550eaac835925c35:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3986: 5a2724f9b2fab2c3726838f8530ed7ea:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,g__Turicella,ASV 3987: 42439d815e1a7cdaf7eea7d2c7518160:g__Turicella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,g__Turicella,ASV 3988: 10b2d2ae162f6379183d01cb9c80a77f:g__Turicella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella,g__Turicella,ASV 3989: 810332aedaf50082c871bfcaad5ebc34:g__Turicella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3990: 6166fef2b44f485d725131694a1626a7:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3991: 71c303f77901e5d8b8c45d9c7f375abb:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3992: 3e4f6ddac83dc48cfac0b40e25fd053a:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3993: 6de56a988dc5f4c26c435e2c2dd2c9d3:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3994: 003ce9a3687590fd14ae5ae2221077ee:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3995: 354aced159760a52a57d6cb46608e782:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3996: c9f4d9b5ed2d3833603dd61bce95992a:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3997: 32e0b3d5bf2597e08df463571da3bdce:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3998: cfb6c213c512ed5cfa1a82ae1a7d1c52:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 3999: c56b01f0b98d5a3ac4eb86ecee71fd50:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4000: b7ccb8d765d7e3dcf6947d34e2211ee5:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4001: bee6595578db10975e897ab949422e1c:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4002: f707c0f097f7eda08da032f83af11f47:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4003: 0f5cc5b7958b059c657a31905851b317:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4004: ff11976853b19a6ebc37b930c790e6f0:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4005: f198ad438088d0d148c91297707a35ed:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4006: 837d845f6597ca1aa6dce94ec78948a9:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4007: 54e349063a5e9cd45d065c6daa38831a:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4008: a93038909c4b31b22510f0a6d876c87d:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4009: 7fa5e0ac8881f2c50bdf5bbd5c687b39:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4010: 661a54a4d675fdb10c1d22aa9b8f3c54:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4011: c1f4052354e6c06451fd59874eebf461:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_urealyticum,ASV 4012: e67871e2da5eb6409b414b52286b41d7:Corynebacterium_urealyticum
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4013: 790b4dbaec20c775222b6e8d002cc3c3:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4014: 1624fad7d9b0d951a7beb08e32eda7fd:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4015: 5c6f21fe77a817e82854391e516fd380:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4016: 577fd6e1c917700dc4864e3e690dc77d:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4017: 62f3fe3edeec6b08461caba44e626aa4:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4018: 96b1ab451e00c83713947f64f666038f:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4019: f9bec73c9080e48588133d84f9283ecf:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4020: 5d4325adba3422b19046c2bd887a70b0:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4021: c25cdd17554bceb5a1267dcd4d448e73:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4022: 3a62279748d28dae1de3cba0777f8f50:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4023: 7648c14c551f403781baf227c724a06c:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4024: 25b4fc6fb45f8fd3579cf0786bc92ca0:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4025: 6f00f004ae01f2cd2f9764750f73d70b:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4026: e2a0907b16f472905dda4c710f6ab774:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_diphtheriae,ASV 4027: 131fab93419754162b0c41c42e8056b2:Corynebacterium_diphtheriae
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_diphtheriae,ASV 4028: 46d04a910cdc6c256af9f9fd941d74d7:Corynebacterium_diphtheriae
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4029: d9b3d57fb5d84be4103e7f8faea3c351:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4030: 62047048dfd54905831cdffe4120ff81:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4031: c13d25bdbb008fea4087ab6bfbf81bdb:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4032: 896f4881564003ce2c765e7aa1163a11:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4033: efa8c86feb9c71d72faad944e6960e91:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4034: 60558a1252ab198e8497d3213ac0e2c9:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4035: 97874c4a37a7d5c72fbecebf77287ed6:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4036: 046c50edb58a8ef6835ad17a0b88f114:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium_sp.,ASV 4037: 18ef0bc50acc4ca3fb2e29e92f867baa:Corynebacterium_sp.
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4038: 0a0442e57789cab3b8c406a2e6c3f439:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4039: 8c202c8fb6d3c14b970f97c249b67bd7:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4040: 44004410beb14ef53bedccfde216d7bf:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4041: e016e732916c1440ef1c880c87ca840d:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4042: 2d7fe49a35dec27d5b422d592db4f313:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4043: 73f8c0b80f96bae89bb4e4ecb30562bd:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4044: e95dadcfdf623064555d72fb53427818:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4045: 5ed156af983db1c321196ae0d2e48528:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4046: 5150ec626d7c44b2380d1e20cceff92a:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4047: f8bd74be74d0462811528f0494a95c1e:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4048: c658b9500d22df2c67e906247ac544aa:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4049: ccbf22c9ac9a6346ef27fabfb1060dd8:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4050: 4fd548527f54106858f1b8ec07d3a203:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4051: fb46de3d47da78ffbd4a0633c9c7eb79:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4052: 603cd38505653a17c87bdb28781d0721:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4053: 43187b9323ec6b0264e908f6e4f1a5ef:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4054: 69d7009b532ff0cf162afa3230f98919:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4055: 0ba2e5e51e08a1d920818d78ee201c63:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,g__Corynebacterium,ASV 4056: 260d4fe39501f455c66a4c41d10d61f8:g__Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,f__Beutenbergiaceae,f__Beutenbergiaceae,ASV 4057: 079b478acaebddf08dc0bc13dc862520:f__Beutenbergiaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,g__Curtobacterium,ASV 4058: 09e17cce00f49a5e9d8f5891bce2bf36:g__Curtobacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,g__Curtobacterium,ASV 4059: 2d9861547450ff15c8612d7822403416:g__Curtobacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,g__Curtobacterium,ASV 4060: ef8c06a816d26a062e6b6e96065bb2aa:g__Curtobacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Clavibacter,g__Clavibacter,ASV 4061: 94d6abe5c08b32ab9bcc608425fad647:g__Clavibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Clavibacter,g__Clavibacter,ASV 4062: cea3e65eb2407dcc969c8a68f7679095:g__Clavibacter
Bacteria,Actinobacteriota,Actinobacteria,c__Actinobacteria,c__Actinobacteria,c__Actinobacteria,c__Actinobacteria,ASV 4063: 756ca3538f9b1160d20932531f683a1d:c__Actinobacteria
Bacteria,Actinobacteriota,Actinobacteria,c__Actinobacteria,c__Actinobacteria,c__Actinobacteria,c__Actinobacteria,ASV 4064: 08431a5d18aca91e9d90cee7247b3cff:c__Actinobacteria
Bacteria,k__Bacteria,k__Bacteria,k__Bacteria,k__Bacteria,k__Bacteria,k__Bacteria,ASV 4065: 4896ed99641edb3439b79c0fd7a46155:k__Bacteria
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,g__Leucobacter,ASV 4066: 3eca70ea6ae9e2563465c1aaeb575fc1:g__Leucobacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,g__Leifsonia,ASV 4067: b0191492392cab7dc1a5ef467d0d4d7c:g__Leifsonia
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,g__Rhodococcus,ASV 4068: a7d156f44e860814ecbc73c53bd75b80:g__Rhodococcus
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,g__Streptomyces,ASV 4069: 4e1aca753754544dba9ed06b02edf4c0:g__Streptomyces
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,g__Curtobacterium,ASV 4070: 978405d544bd1a9bb5237c79fa9e0034:g__Curtobacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,g__Escherichia-Shigella,ASV 4071: 316c573f67bf9ca95f63dda440e6a7ea:g__Escherichia-Shigella
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,g__Curtobacterium,ASV 4072: 6647794f7e924f4b764dae92e7a265a7:g__Curtobacterium
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,g__Pseudomonas,ASV 4073: 58de4494922c9171be90420dfe0e9d1d:g__Pseudomonas
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,g__Curtobacterium,ASV 4074: dc785fed59e3533ee384511edf098c1d:g__Curtobacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,g__Curtobacterium,ASV 4075: 48de9eb49e239b934983128bf09a4210:g__Curtobacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,f__Microbacteriaceae,f__Microbacteriaceae,ASV 4076: b960a6833efa6576e6c5203b0619e3c6:f__Microbacteriaceae
Bacteria,Actinobacteriota,Actinobacteria,c__Actinobacteria,c__Actinobacteria,c__Actinobacteria,c__Actinobacteria,ASV 4077: 7329b3a7b50de4b4dc54a16e257960da:c__Actinobacteria
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,g__Leucobacter,ASV 4078: 02435ecb52ef5a217871253fb4a6e5a8:g__Leucobacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,g__Leucobacter,ASV 4079: f291a9e3cd803a6c5bae8b9285a5c7f0:g__Leucobacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,f__Microbacteriaceae,f__Microbacteriaceae,ASV 4080: 851ec6155bfdc621b3c4162ce7779c74:f__Microbacteriaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,g__Leucobacter,ASV 4081: 11c5a371d8cb01f7c2b27bad0c8a792c:g__Leucobacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium,g__Cryobacterium,ASV 4082: ae4648970da61e5d018187183d4a91f3:g__Cryobacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,f__Microbacteriaceae,f__Microbacteriaceae,ASV 4083: 0ff7c1f585f4de29678e3d4cc0863e8f:f__Microbacteriaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,f__Microbacteriaceae,f__Microbacteriaceae,ASV 4084: b815dd48bc66012ea53d3adc02cfb22e:f__Microbacteriaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces,g__Agromyces,ASV 4085: c451ca5da1a3356f44d3d5ec266c8db7:g__Agromyces
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,g__Leifsonia,ASV 4086: 6d6552b3466a4d63267f50dd6fcd8aee:g__Leifsonia
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,g__Leifsonia,ASV 4087: 76ba0af0f81e687c34a6d5978b8fbe22:g__Leifsonia
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,f__Microbacteriaceae,f__Microbacteriaceae,ASV 4088: 0ad799995790b3e150afa6c2c16cbd89:f__Microbacteriaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g__Rathayibacter,ASV 4089: 1670cbff2684391e54362bf06a1bf770:g__Rathayibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g__Rathayibacter,ASV 4090: 29cdbedb9cd4b7dc2f084b05ec119233:g__Rathayibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g__Rathayibacter,ASV 4091: 56d4c9cba60958647d4ce2edbd9cca1d:g__Rathayibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g__Rathayibacter,ASV 4092: 69d319aa52932459486a17245dac60ca:g__Rathayibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g__Rathayibacter,ASV 4093: 710bf261a0bf231ca13955b861af164c:g__Rathayibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g__Rathayibacter,ASV 4094: 99972198403ff3e7ea1cec62f9149eee:g__Rathayibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g__Rathayibacter,ASV 4095: 21263f6b90a94341404b044b5a3a43ea:g__Rathayibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g__Rathayibacter,ASV 4096: 13896fb6fc68fc9a8b985ccb03703ec5:g__Rathayibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter,g__Rathayibacter,ASV 4097: 5348cda23764ae68575802ee3829cadf:g__Rathayibacter
